venue_name,street_hint,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url,scrape_allowed
KFC,5540 University Pointe Boulevard,Special,,MONDAY,05:00,22:00,,,,,low,"Order Online5540 University Pointe Blvd Charlotte, NC 28262 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 510-2228(704) 510-2228CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 1:00 AM 10:",https://locations.kfc.com/nc/charlotte/5540-university-pointe-blvd,true
KFC,5540 University Pointe Boulevard,Special,,MONDAY,05:00,22:00,,,,,low,phone(704) 510-2228(704) 510-2228CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 A,https://locations.kfc.com/nc/charlotte/5540-university-pointe-blvd,true
KFC,5540 University Pointe Boulevard,Special,,MONDAY,10:00,01:00,,,,,low,"Click to expand or collapse content 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM 10:00 AM - 1:00 AM{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disabl",https://locations.kfc.com/nc/charlotte/5540-university-pointe-blvd,true
KFC,6424 Albemarle Road,Special,,MONDAY,10:00,23:00,5,USD,,wings;bbq,medium,"Kentucky Fried Chicken - Charlotte, NC - 6424 Albemarle RdOrder Online6424 Albemarle Rd Charlotte, NC 28212 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 537-3070(704) 537-3070CateringDrive ThruWiFiGift CardsDeliveryClick to e",https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,true
KFC,6424 Albemarle Road,Special,,MONDAY,10:00,23:00,,,,,low,"Kentucky Fried Chicken - Charlotte, NC - 6424 Albemarle RdOrder Online6424 Albemarle Rd Charlotte, NC 28212 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 537-3070(704) 537-3070CateringDrive ThruWiFiGift CardsDeliveryClick to e",https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,true
KFC,6424 Albemarle Road,Special,,MONDAY,10:00,23:00,,,,,low,"Order Online6424 Albemarle Rd Charlotte, NC 28212 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 537-3070(704) 537-3070CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - 1",https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,true
KFC,6424 Albemarle Road,Special,,MONDAY,10:00,23:00,,,,,low,phone(704) 537-3070(704) 537-3070CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 12:00 AM 10:00 AM - 12:00 AM 10:00 AM - ,https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,true
KFC,6424 Albemarle Road,Special,,MONDAY,10:00,23:00,,,,,low,"Click to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 12:00 AM 10:00 AM - 12:00 AM 10:00 AM - 11:00 PM{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,",https://locations.kfc.com/nc/charlotte/6424-albemarle-rd,true
KFC,1101 North Wendover Road,Special,,MONDAY,10:00,23:00,5,USD,,wings;bbq,medium,"Kentucky Fried Chicken - Charlotte, NC - 1101 N Wendover RdOrder Online1101 N Wendover Rd Charlotte, NC 28211 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 366-5295(704) 366-5295CateringDrive ThruWiFiGift CardsDeliveryClick to",https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,true
KFC,1101 North Wendover Road,Special,,MONDAY,10:00,23:00,,,,,low,"Kentucky Fried Chicken - Charlotte, NC - 1101 N Wendover RdOrder Online1101 N Wendover Rd Charlotte, NC 28211 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 366-5295(704) 366-5295CateringDrive ThruWiFiGift CardsDeliveryClick to",https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,true
KFC,1101 North Wendover Road,Special,,MONDAY,10:00,23:00,,,,,low,"Order Online1101 N Wendover Rd Charlotte, NC 28211 USphoneCallCallDirectionsGet DirectionsGet a Ridephone(704) 366-5295(704) 366-5295CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - ",https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,true
KFC,1101 North Wendover Road,Special,,MONDAY,10:00,23:00,,,,,low,phone(704) 366-5295(704) 366-5295CateringDrive ThruWiFiGift CardsDeliveryClick to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - ,https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,true
KFC,1101 North Wendover Road,Special,,MONDAY,10:00,23:00,,,,,low,"Click to expand or collapse content 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM 10:00 AM - 11:00 PM{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,",https://locations.kfc.com/nc/charlotte/1101-n-wendover-rd,true
Konnichiwa,1315 East Boulevard,Special,,,,,,,,,low,"(980)-498-0420konnichiwa.charlotte@gmail.com 1315 East Boulevard, STE 130 , Charlotte MENU FOOD DRINKS SPECIALS EVENTS GIFT CARDS JOBS ORDER Facebook pageInstagram pageYelp page",https://konnichiwacharlotte.com/,true
Konnichiwa,1315 East Boulevard,Special,,,,,,,,,low,MENU FOOD DRINKS SPECIALS EVENTS GIFT CARDS JOBS ORDER Facebook pageInstagram pageYelp page,https://konnichiwacharlotte.com/,true
Konnichiwa,1315 East Boulevard,Special,,,,,,,,,low,MENU FOOD DRINKS SPECIALS,https://konnichiwacharlotte.com/,true
Konnichiwa,1315 East Boulevard,Special,,,,,,,,,low,FOOD DRINKS SPECIALS,https://konnichiwacharlotte.com/,true
Konnichiwa,1315 East Boulevard,Special,,,,,,,,,low,Toggle navigationFacebook pageInstagram pageYelp page MENU EVENTS GIFT CARDS JOBS ORDER FOOD DRINKS SPECIALS,https://konnichiwacharlotte.com/,true
Leroy Fox,705 South Sharon Amity Road,Special,,,,,,,,,low,SPECIALS & INFOCATERING & LARGE TOGO ORDERSOrder for your office or your next party. Get fresh salads and our delicious fried chicken delivered directly from us to you!,https://leroyfox.com/,true
Leroy Fox,705 South Sharon Amity Road,Special,,Thursday,11:00,10:00,,,,brunch,low,"COTSWOLDAddress705 South Sharon Amity Road, Charlotte, North Carolina 28211, United Statesinfo@leroyfox.com (704) 366-3232Hours of OperationMonday - Thursday: 11:00 AM - 10:00 PMFriday: 11:00 AM - 11:00 PMSaturday: 10:00 AM - 11:00 PMSunday",https://leroyfox.com/,true
Leroy Fox,705 South Sharon Amity Road,Special,,Thursday,11:00,10:00,,,,brunch,low,"Address705 South Sharon Amity Road, Charlotte, North Carolina 28211, United Statesinfo@leroyfox.com (704) 366-3232Hours of OperationMonday - Thursday: 11:00 AM - 10:00 PMFriday: 11:00 AM - 11:00 PMSaturday: 10:00 AM - 11:00 PMSunday: 10:00 ",https://leroyfox.com/,true
Leroy Fox,705 South Sharon Amity Road,Special,,Thursday,11:00,10:00,,,,brunch,low,Hours of OperationMonday - Thursday: 11:00 AM - 10:00 PMFriday: 11:00 AM - 11:00 PMSaturday: 10:00 AM - 11:00 PMSunday: 10:00 AM - 10:00 PMBRUNCH is on Sat & Sun from 10:00 AM - 2:30 PM,https://leroyfox.com/,true
Leroy Fox,705 South Sharon Amity Road,Special,,Monday,11:00,10:00,,,,brunch,low,Monday - Thursday: 11:00 AM - 10:00 PMFriday: 11:00 AM - 11:00 PMSaturday: 10:00 AM - 11:00 PMSunday: 10:00 AM - 10:00 PMBRUNCH is on Sat & Sun from 10:00 AM - 2:30 PM,https://leroyfox.com/,true
Mac's Speed Shop,2414 Sandy Porter Road,Special,,,,,,,,,low,M - F | 11am - 2pmLunch SpecialsSee Menu,https://macspeedshop.com/,true
McHale's Pub,3112 North Davidson Street,Special,,,,,,,,,low,"Order McHale's Irish Favorites OnlineFrom Our Kitchen to Your DoorEnjoy the bold flavors of Ireland and the comfort of the South without leaving home. Order online from McHale's Pub and savor our signature fish and chips, corned beef and ca",https://mchalespubnoda.com/,true
McHale's Pub,3112 North Davidson Street,Special,,,,,,,,,low,"Enjoy the bold flavors of Ireland and the comfort of the South without leaving home. Order online from McHale's Pub and savor our signature fish and chips, corned beef and cabbage, and savory Southern specials - all fresh and ready to enjoy",https://mchalespubnoda.com/,true
McHale's Pub,3112 North Davidson Street,Special,,Tuesday,,,,,,,low,"Reviews Start stop reviews carouselReview by - Googlefive star review by Jeff P: Great food and service! Had the steak frites. Steak was cooked perfectly. Service was good from the moment we walked in, at the bar, and at our table. Great to",https://mchalespubnoda.com/,true
McHale's Pub,3112 North Davidson Street,Special,,Tuesday,,,,,,,low,"Start stop reviews carouselReview by - Googlefive star review by Jeff P: Great food and service! Had the steak frites. Steak was cooked perfectly. Service was good from the moment we walked in, at the bar, and at our table. Great to see a n",https://mchalespubnoda.com/,true
McHale's Pub,3112 North Davidson Street,Special,,Tuesday,,,,,,,low,"Review by - Googlefive star review by Jeff P: Great food and service! Had the steak frites. Steak was cooked perfectly. Service was good from the moment we walked in, at the bar, and at our table. Great to see a new, Noda-based restaurant i",https://mchalespubnoda.com/,true
Mezzo Market,2212 The Plaza,Special,,,,,,,,pizza;drinks;happy_hour,low,"Mezzo Market Real Deal Food Mezzo Market is a restaurant style market, designed to cut the frills (and hassle) of a sit-down restaurant without compromising on flavor. Our focus is simple, REAL DEAL FOOD, and of course YOU! Explore Our Hist",https://mezzomarketclt.com/,true
Mezzo Market,2212 The Plaza,Special,,,,,,,,,low,"Mezzo Market Real Deal Food Mezzo Market is a restaurant style market, designed to cut the frills (and hassle) of a sit-down restaurant without compromising on flavor. Our focus is simple, REAL DEAL FOOD, and of course YOU! Explore Our Hist",https://mezzomarketclt.com/,true
Mezzo Market,2212 The Plaza,Special,,,,,,,,,low,Mezzo Market Real Deal Food,https://mezzomarketclt.com/,true
Mezzo Market,2212 The Plaza,Special,,,,,,,,,low,"Mezzo Market is a restaurant style market, designed to cut the frills (and hassle) of a sit-down restaurant without compromising on flavor. Our focus is simple, REAL DEAL FOOD, and of course YOU!",https://mezzomarketclt.com/,true
Mezzo Market,2212 The Plaza,Special,,,,,,,,pizza;drinks;happy_hour,low,"Our Story: From Tradition to Innovation Mezzo Market’s journey started with a passion for food and a desire to bring authentic, high-quality meals to the community. Our founders, with deep roots in the restaurant industry, combined years of",https://mezzomarketclt.com/,true
MOD Pizza,14318 RiverGate View,Special,,MONDAY,10:00,22:00,,,,pizza,medium,"MOD Pizza RiverGate 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 10:00 PMORDER NOWVIEW MENURestaurant Info14318 RiverGate ViewSuite 500Charlotte, North Ca",https://locations.modpizza.com/usa/nc/charlotte/14318-rivergate-view,true
MOD Pizza,14318 RiverGate View,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info14318 RiverGate ViewSuite 500Charlotte, North Carolina, 28273US(980) 474-3325(980) 474-3325Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema",https://locations.modpizza.com/usa/nc/charlotte/14318-rivergate-view,true
MOD Pizza,14318 RiverGate View,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info14318 RiverGate ViewSuite 500Charlotte, North Carolina, 28273US(980) 474-3325(980) 474-3325Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema",https://locations.modpizza.com/usa/nc/charlotte/14318-rivergate-view,true
MOD Pizza,14318 RiverGate View,Special,,MONDAY,03:00,10:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClose",https://locations.modpizza.com/usa/nc/charlotte/14318-rivergate-view,true
MOD Pizza,14318 RiverGate View,Special,,MONDAY,03:00,10:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClosed"":fa",https://locations.modpizza.com/usa/nc/charlotte/14318-rivergate-view,true
MOD Pizza,15127 Ballancroft Parkway,Special,,MONDAY,10:00,22:00,,,,pizza,medium,"MOD Pizza Ballantyne 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 10:00 PMORDER NOWVIEW MENURestaurant Info15127 Ballancroft PkwySuite 100Charlotte, North",https://locations.modpizza.com/usa/nc/charlotte/15127-ballancroft-pkwy,true
MOD Pizza,15127 Ballancroft Parkway,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info15127 Ballancroft PkwySuite 100Charlotte, North Carolina, 28277US(980) 999-4900(980) 999-4900Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSche",https://locations.modpizza.com/usa/nc/charlotte/15127-ballancroft-pkwy,true
MOD Pizza,15127 Ballancroft Parkway,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info15127 Ballancroft PkwySuite 100Charlotte, North Carolina, 28277US(980) 999-4900(980) 999-4900Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSche",https://locations.modpizza.com/usa/nc/charlotte/15127-ballancroft-pkwy,true
MOD Pizza,15127 Ballancroft Parkway,Special,,MONDAY,03:00,10:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClose",https://locations.modpizza.com/usa/nc/charlotte/15127-ballancroft-pkwy,true
MOD Pizza,15127 Ballancroft Parkway,Special,,MONDAY,03:00,10:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClosed"":fa",https://locations.modpizza.com/usa/nc/charlotte/15127-ballancroft-pkwy,true
MOD Pizza,4830 Berewick Town Center Drive,Special,,MONDAY,10:00,22:00,,,,pizza,medium,"MOD Pizza Berewick 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 10:00 PMORDER NOWVIEW MENURestaurant Info4830 Berewick Town Center DrUnit BCharlotte, Nort",https://locations.modpizza.com/usa/nc/charlotte/4830-berewick-town-center-dr,true
MOD Pizza,4830 Berewick Town Center Drive,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info4830 Berewick Town Center DrUnit BCharlotte, North Carolina, 28273US(704) 946-6999(704) 946-6999Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideS",https://locations.modpizza.com/usa/nc/charlotte/4830-berewick-town-center-dr,true
MOD Pizza,4830 Berewick Town Center Drive,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info4830 Berewick Town Center DrUnit BCharlotte, North Carolina, 28273US(704) 946-6999(704) 946-6999Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideS",https://locations.modpizza.com/usa/nc/charlotte/4830-berewick-town-center-dr,true
MOD Pizza,4830 Berewick Town Center Drive,Special,,MONDAY,03:00,10:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClose",https://locations.modpizza.com/usa/nc/charlotte/4830-berewick-town-center-dr,true
MOD Pizza,4830 Berewick Town Center Drive,Special,,MONDAY,03:00,10:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClosed"":fa",https://locations.modpizza.com/usa/nc/charlotte/4830-berewick-town-center-dr,true
MOD Pizza,4914 Old Sardis Road,Special,,MONDAY,10:00,22:00,,,,pizza,medium,"MOD Pizza Strawberry Hill 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 10:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 11:00 PM 10:30 AM - 10:00 PMORDER NOWVIEW MENURestaurant Info4914 Old Sardis RdCharlotte, North Carolin",https://locations.modpizza.com/usa/nc/charlotte/4914-old-sardis-rd,true
MOD Pizza,4914 Old Sardis Road,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info4914 Old Sardis RdCharlotte, North Carolina, 28211US(704) 412-7448(704) 412-7448Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""hig",https://locations.modpizza.com/usa/nc/charlotte/4914-old-sardis-rd,true
MOD Pizza,4914 Old Sardis Road,Special,,MONDAY,03:00,10:00,,,,,low,"Restaurant Info4914 Old Sardis RdCharlotte, North Carolina, 28211US(704) 412-7448(704) 412-7448Get DirectionsDeliveryPickupHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""hig",https://locations.modpizza.com/usa/nc/charlotte/4914-old-sardis-rd,true
MOD Pizza,4914 Old Sardis Road,Special,,MONDAY,03:00,10:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClose",https://locations.modpizza.com/usa/nc/charlotte/4914-old-sardis-rd,true
MOD Pizza,4914 Old Sardis Road,Special,,MONDAY,03:00,10:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":true,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2200,""start"":1030}],""isClosed"":fa",https://locations.modpizza.com/usa/nc/charlotte/4914-old-sardis-rd,true
Moe's Southwest Grill,1500 East Boulevard,Special,,MONDAY,10:00,21:00,,,,tacos;wings,medium,Moe's Southwest Grill Dilworth 10:00 AM - 9:00 PM 10:00 AM - 9:00 PM 10:00 AM - 9:00 PM 10:00 AM - 10:00 PM 10:00 AM - 10:00 PM 10:00 AM - 10:00 PM 10:00 AM - 9:00 PMorder onlineorder cateringContactMain Number(704) 377-6344(704) 377-634415,https://locations.moes.com/nc/charlotte/1500-east-blvd,true
Moe's Southwest Grill,1500 East Boulevard,Special,,MONDAY,00:00,09:00,,,,tacos,medium,"ContactMain Number(704) 377-6344(704) 377-63441500 East Blvd Charlotte, NC 28203 US1500 East Blvd Charlotte, NC 28203 USGet DirectionsHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema",https://locations.moes.com/nc/charlotte/1500-east-blvd,true
Moe's Southwest Grill,1500 East Boulevard,Special,,MONDAY,00:00,09:00,,,,,low,"ContactMain Number(704) 377-6344(704) 377-63441500 East Blvd Charlotte, NC 28203 US1500 East Blvd Charlotte, NC 28203 USGet DirectionsHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema",https://locations.moes.com/nc/charlotte/1500-east-blvd,true
Moe's Southwest Grill,1500 East Boulevard,Special,,MONDAY,00:00,09:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":null,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2100,""start"":1000}],""isClose",https://locations.moes.com/nc/charlotte/1500-east-blvd,true
Moe's Southwest Grill,1500 East Boulevard,Special,,MONDAY,00:00,09:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":null,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2100,""start"":1000}],""isClosed"":fa",https://locations.moes.com/nc/charlotte/1500-east-blvd,true
Moe's Southwest Grill,8536 University City Boulevard,Special,,MONDAY,10:00,21:00,,,,tacos;wings,medium,Moe's Southwest Grill UNCC 10:00 AM - 9:00 PM 10:00 AM - 9:00 PM 10:00 AM - 9:00 PM 10:00 AM - 10:00 PM 10:00 AM - 10:00 PM 10:00 AM - 10:00 PM 10:00 AM - 9:00 PMorder onlineorder cateringContactMain Number(980) 207-2100(980) 207-21008536 U,https://locations.moes.com/nc/charlotte/8536-university-city-blvd,true
Moe's Southwest Grill,8536 University City Boulevard,Special,,MONDAY,02:00,21:00,,,,tacos,medium,"ContactMain Number(980) 207-2100(980) 207-21008536 University City Blvd Suite 3708 Charlotte, NC 28213 US8536 University City Blvd Suite 3708 Charlotte, NC 28213 USGet DirectionsHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUnti",https://locations.moes.com/nc/charlotte/8536-university-city-blvd,true
Moe's Southwest Grill,8536 University City Boulevard,Special,,MONDAY,02:00,21:00,,,,,low,"ContactMain Number(980) 207-2100(980) 207-21008536 University City Blvd Suite 3708 Charlotte, NC 28213 US8536 University City Blvd Suite 3708 Charlotte, NC 28213 USGet DirectionsHours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUnti",https://locations.moes.com/nc/charlotte/8536-university-city-blvd,true
Moe's Southwest Grill,8536 University City Boulevard,Special,,MONDAY,00:00,09:00,,,,,low,"Hours{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":null,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2100,""start"":1000}],""isClose",https://locations.moes.com/nc/charlotte/8536-university-city-blvd,true
Moe's Southwest Grill,8536 University City Boulevard,Special,,MONDAY,00:00,09:00,,,,,low,"{""collapseDays"":null,""dayOfWeekMap"":null,""disableOpenUntil"":null,""disableTodayFirst"":null,""hideSchema"":null,""highlightToday"":true,""highlightTodayBackground"":null,""hours"":[{""day"":""MONDAY"",""intervals"":[{""end"":2100,""start"":1000}],""isClosed"":fa",https://locations.moes.com/nc/charlotte/8536-university-city-blvd,true
Muraya,200 East Bland Street,Special,,Tuesday,00:00,17:00,,,,wings;drinks;happy_hour,medium,/*! elementor - v3.22.0 - 17-06-2024 */ .elementor-heading-title{padding:0;margin:0;line-height:1}.elementor-widget-heading .elementor-heading-title[class*=elementor-size-]>a{color:inherit;font-size:inherit;line-height:inherit}.elementor-wi,https://murayarestaurant.com/,true
Muraya,200 East Bland Street,Special,,Tuesday,11:00,22:00,,,,,low,OPEN Tuesday to Thursday 5pm - 10pmFriday & Saturday 11am - 12amSunday 11am-10pm Host an Event Book a Table,https://murayarestaurant.com/,true
Muraya,200 East Bland Street,Special,,Tuesday,11:00,22:00,,,,,low,Tuesday to Thursday 5pm - 10pmFriday & Saturday 11am - 12amSunday 11am-10pm,https://murayarestaurant.com/,true
Naf Naf Grill,10706 Providence Road,Special,,Monday,09:00,20:00,,,,,low,"Find a Naf Naf Grill near you! Find by State CaliforniaIllinoisIndianaMinnesotaNew JerseyNorth CarolinaOhioPennsylvaniaSouth CarolinaTennesseeVirginiaWisconsin California Naf Naf Grill Barstow (NOW OPEN!) 2974 Lenwood Rd Exit 178 I-15, Bars",https://www.nafnafgrill.com/locations/#jump-promenade,true
Naf Naf Grill,10706 Providence Road,Special,,Monday,09:00,20:00,,,,,low,"Naf Naf Grill Barstow (NOW OPEN!) 2974 Lenwood Rd Exit 178 I-15, Barstow, CA 92311 Phone: (760) 253-4080 Hours: Monday: 9 AM–8 PM Tuesday: 9 AM–8 PM Wednesday: 9 AM–8 PM Thursday: 9 AM–8 PM Friday: 9 AM–8 PM Saturday: 9 AM–8 PM Sunday: 9 AM",https://www.nafnafgrill.com/locations/#jump-promenade,true
Naf Naf Grill,10706 Providence Road,Special,,Wednesday,09:00,20:00,,,,,low,Wednesday: 9 AM–8 PM,https://www.nafnafgrill.com/locations/#jump-promenade,true
Naf Naf Grill,10706 Providence Road,Special,,Monday,10:00,20:00,,,,,low,"Naf Naf Grill Champaign 2502 N Prospect Ave, Champaign, IL 61822 Phone: (630) 904-7200 Hours: Monday: 10:30 AM–8 PM Tuesday: 10:30 AM–8 PM Wednesday: 10:30 AM–8 PM Thursday: 10:30 AM–8 PM Friday: 10:30 AM–10 PM Saturday: 10:30 AM–10 PM Sund",https://www.nafnafgrill.com/locations/#jump-promenade,true
Naf Naf Grill,10706 Providence Road,Special,,Monday,10:00,20:00,,,,,low,Monday: 10:30 AM–8 PM,https://www.nafnafgrill.com/locations/#jump-promenade,true
North Italia,1414 South Tryon Street,Happy Hour,,,,,,,,pizza;brunch;drinks;happy_hour,low,"Our Menu At every one of our North Italia locations, our team is full of passionate and dedicated people who work hard every day to deliver the perfect handcrafted experience. We use only the best ingredients to create and serve consistentl",https://www.northitalia.com/locations/charlotte-nc/,true
North Italia,1414 South Tryon Street,Happy Hour,,,,,,,,brunch;drinks;happy_hour,low,View Full Menu Brunch Lunch Dinner Kids Dessert Happy Hour,https://www.northitalia.com/locations/charlotte-nc/,true
North Italia,1414 South Tryon Street,Happy Hour,,,,,,,,brunch;drinks;happy_hour,low,Brunch Lunch Dinner Kids Dessert Happy Hour,https://www.northitalia.com/locations/charlotte-nc/,true
